date,title,release_date,platform,subsidiary,account,distributor,units_sold,weeks_before_launch,preorder_status
2022-03-26,A Plague Tale: Requiem,2022-10-18,PS5,US,Gamestop Canada,Solutions 2 Go,45.0,30,Current
2022-03-19,A Plague Tale: Requiem,2022-10-18,PS5,US,Gamestop Canada,Solutions 2 Go,42.0,31,Current
2022-03-12,A Plague Tale: Requiem,2022-10-18,PS5,US,Gamestop Canada,Solutions 2 Go,28.0,32,Current
2022-03-05,A Plague Tale: Requiem,2022-10-18,PS5,US,Gamestop Canada,Solutions 2 Go,24.0,33,Current
2022-10-15,A Plague Tale: Requiem,2022-10-18,PS5,US,GameStop,U&I,15.0,1,Current
2022-08-27,A Plague Tale: Requiem,2022-10-18,PS5,US,GameStop,U&I,76.0,8,Current
2022-08-20,A Plague Tale: Requiem,2022-10-18,PS5,US,GameStop,U&I,62.0,9,Current
2022-08-13,A Plague Tale: Requiem,2022-10-18,PS5,US,GameStop,U&I,61.0,10,Current
2022-08-06,A Plague Tale: Requiem,2022-10-18,PS5,US,GameStop,U&I,54.0,11,Current
2022-07-30,A Plague Tale: Requiem,2022-10-18,PS5,US,GameStop,U&I,65.0,12,Current
2022-07-23,A Plague Tale: Requiem,2022-10-18,PS5,US,GameStop,U&I,80.0,13,Current
2022-07-16,A Plague Tale: Requiem,2022-10-18,PS5,US,GameStop,U&I,79.0,14,Current
2022-09-10,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS4,UK/EU,GAME,U&I,15.0,6,Current
2022-09-03,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS4,UK/EU,GAME,U&I,15.0,7,Current
2022-08-27,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS4,UK/EU,GAME,U&I,15.0,8,Current
2022-08-20,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS4,UK/EU,GAME,U&I,16.0,9,Current
2022-08-13,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS4,UK/EU,GAME,U&I,15.0,10,Current
2022-06-11,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,UK/EU,GAME,U&I,16.0,19,Current
2022-06-25,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,UK/EU,GAME,U&I,16.0,17,Current
2022-10-01,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS4,UK/EU,,Astragon,15.0,3,Current
2022-09-10,A Plague Tale: Requiem,2022-10-18,PS5,US,Gamestop Canada,Solutions 2 Go,26.0,6,Current
2022-08-27,A Plague Tale: Requiem,2022-10-18,PS5,US,Target,Cokem,17.0,8,Current
2022-08-20,A Plague Tale: Requiem,2022-10-18,PS5,US,Target,Cokem,18.0,9,Current
2022-08-13,A Plague Tale: Requiem,2022-10-18,PS5,US,Target,Cokem,30.0,10,Current
2022-10-15,A Plague Tale: Requiem,2022-10-18,PS5,US,Gamestop Canada,Solutions 2 Go,49.0,1,Current
2022-10-08,A Plague Tale: Requiem,2022-10-18,PS5,US,Gamestop Canada,Solutions 2 Go,43.0,2,Current
2022-10-01,A Plague Tale: Requiem,2022-10-18,PS5,US,Gamestop Canada,Solutions 2 Go,66.0,3,Current
2022-09-24,A Plague Tale: Requiem,2022-10-18,PS5,US,Gamestop Canada,Solutions 2 Go,15.0,4,Current
2022-09-17,A Plague Tale: Requiem,2022-10-18,PS5,US,Gamestop Canada,Solutions 2 Go,36.0,5,Current
2022-09-03,A Plague Tale: Requiem,2022-10-18,PS5,US,Gamestop Canada,Solutions 2 Go,24.0,7,Current
2022-07-16,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,UK/EU,GAME,U&I,15.0,14,Current
2022-08-27,A Plague Tale: Requiem,2022-10-18,PS5,US,Gamestop Canada,Solutions 2 Go,27.0,8,Current
2022-08-20,A Plague Tale: Requiem,2022-10-18,PS5,US,Gamestop Canada,Solutions 2 Go,29.0,9,Current
2022-08-13,A Plague Tale: Requiem,2022-10-18,PS5,US,Gamestop Canada,Solutions 2 Go,24.0,10,Current
2022-08-06,A Plague Tale: Requiem,2022-10-18,PS5,US,Gamestop Canada,Solutions 2 Go,22.0,11,Current
2022-07-30,A Plague Tale: Requiem,2022-10-18,PS5,US,Gamestop Canada,Solutions 2 Go,68.0,12,Current
2022-07-02,A Plague Tale: Requiem,2022-10-18,PS5,US,Gamestop Canada,Solutions 2 Go,39.0,16,Current
2022-06-25,A Plague Tale: Requiem,2022-10-18,PS5,US,Gamestop Canada,Solutions 2 Go,31.0,17,Current
2022-06-18,A Plague Tale: Requiem,2022-10-18,PS5,US,Gamestop Canada,Solutions 2 Go,29.0,18,Current
2022-09-17,A Plague Tale: Requiem,2022-10-18,PS5,US,Target,Cokem,19.0,5,Current
2022-09-24,A Plague Tale: Requiem,2022-10-18,PS5,US,Target,Cokem,18.0,4,Current
2022-10-08,A Plague Tale: Requiem,2022-10-18,PS5,US,Target,Cokem,27.0,2,Current
2022-07-30,A Plague Tale: Requiem,2022-10-18,PS5,US,Walmart CA,Solutions 2 Go,15.0,12,Current
2022-06-11,A Plague Tale: Requiem,2022-10-18,XSX,US,Amazon CA,,16.0,19,Current
2022-04-16,A Plague Tale: Requiem,2022-10-18,XSX,US,Amazon CA,,16.0,27,Current
2022-04-09,A Plague Tale: Requiem,2022-10-18,XSX,US,Amazon CA,,19.0,28,Current
2022-02-04,A Plague Tale: Requiem,2022-10-18,XSX,US,Amazon CA,,16.0,37,Current
2022-09-24,A Plague Tale: Requiem,2022-10-18,PS5,US,Walmart.com,Cokem,19.0,4,Current
2022-07-09,A Plague Tale: Requiem,2022-10-18,PS5,US,Walmart.com,Cokem,16.0,15,Current
2022-10-15,A Plague Tale: Requiem,2022-10-18,PS5,US,Walmart CA,Solutions 2 Go,15.0,1,Current
2022-10-08,A Plague Tale: Requiem,2022-10-18,PS5,US,Walmart CA,Solutions 2 Go,15.0,2,Current
2022-10-01,A Plague Tale: Requiem,2022-10-18,PS5,US,Walmart CA,Solutions 2 Go,15.0,3,Current
2022-09-24,A Plague Tale: Requiem,2022-10-18,PS5,US,Walmart CA,Solutions 2 Go,15.0,4,Current
2022-09-17,A Plague Tale: Requiem,2022-10-18,PS5,US,Walmart CA,Solutions 2 Go,15.0,5,Current
2022-09-10,A Plague Tale: Requiem,2022-10-18,PS5,US,Walmart CA,Solutions 2 Go,15.0,6,Current
2022-09-03,A Plague Tale: Requiem,2022-10-18,PS5,US,Walmart CA,Solutions 2 Go,15.0,7,Current
2022-08-27,A Plague Tale: Requiem,2022-10-18,PS5,US,Walmart CA,Solutions 2 Go,15.0,8,Current
2022-08-20,A Plague Tale: Requiem,2022-10-18,PS5,US,Walmart CA,Solutions 2 Go,15.0,9,Current
2022-08-13,A Plague Tale: Requiem,2022-10-18,PS5,US,Walmart CA,Solutions 2 Go,15.0,10,Current
2022-08-06,A Plague Tale: Requiem,2022-10-18,PS5,US,Walmart CA,Solutions 2 Go,15.0,11,Current
2022-06-11,A Plague Tale: Requiem,2022-10-18,PS5,US,Gamestop Canada,Solutions 2 Go,28.0,19,Current
2022-06-04,A Plague Tale: Requiem,2022-10-18,PS5,US,Gamestop Canada,Solutions 2 Go,22.0,20,Current
2022-07-02,Them's Fightin' Herds: Deluxe Edition,2022-10-18,XSX,UK/EU,GAME,U&I,16.0,16,Current
2022-10-08,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,UK/EU,Gamepeople Italy 4SIDE,4SIDE,15.0,2,Current
2022-09-24,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,UK/EU,Gamepeople Italy 4SIDE,4SIDE,15.0,4,Current
2022-09-17,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,UK/EU,Gamepeople Italy 4SIDE,4SIDE,15.0,5,Current
2022-09-10,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,UK/EU,Gamepeople Italy 4SIDE,4SIDE,15.0,6,Current
2022-09-03,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,UK/EU,Gamepeople Italy 4SIDE,4SIDE,16.0,7,Current
2022-10-15,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,UK/EU,GAME,U&I,17.0,1,Current
2022-10-08,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,UK/EU,GAME,U&I,16.0,2,Current
2022-10-01,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,UK/EU,GAME,U&I,15.0,3,Current
2022-09-17,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,UK/EU,GAME,U&I,15.0,5,Current
2022-09-10,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,UK/EU,GAME,U&I,15.0,6,Current
2022-09-03,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,UK/EU,GAME,U&I,15.0,7,Current
2022-08-27,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,UK/EU,GAME,U&I,16.0,8,Current
2022-08-20,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,UK/EU,GAME,U&I,15.0,9,Current
2022-08-13,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,UK/EU,GAME,U&I,15.0,10,Current
2022-08-06,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,UK/EU,GAME,U&I,15.0,11,Current
2022-07-30,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,UK/EU,GAME,U&I,15.0,12,Current
2022-07-23,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,UK/EU,GAME,U&I,15.0,13,Current
2022-10-01,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,UK/EU,Gamepeople Italy 4SIDE,4SIDE,15.0,3,Current
2022-10-15,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,UK/EU,Indie,Centresoft,20.0,1,Current
2022-06-25,Them's Fightin' Herds: Deluxe Edition,2022-10-18,XSX,UK/EU,GAME,U&I,16.0,17,Current
2022-10-01,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS5,UK/EU,Micromania,Just for Games,15.0,3,Current
2022-10-01,Them's Fightin' Herds: Deluxe Edition,2022-10-18,X1,UK/EU,Micromania,Just for Games,15.0,3,Current
2022-10-15,Them's Fightin' Herds: Deluxe Edition,2022-10-18,X1,UK/EU,Indie,Centresoft,20.0,1,Current
2022-10-15,Them's Fightin' Herds: Deluxe Edition,2022-10-18,X1,UK/EU,Express Gifts,Centresoft,15.0,1,Current
2022-10-08,Them's Fightin' Herds: Deluxe Edition,2022-10-18,X1,UK/EU,Express Gifts,Centresoft,16.0,2,Current
2022-10-15,Them's Fightin' Herds: Deluxe Edition,2022-10-18,X1,UK/EU,Argos Online,Centresoft,15.0,1,Current
2022-10-08,Them's Fightin' Herds: Deluxe Edition,2022-10-18,X1,UK/EU,Argos Online,Centresoft,15.0,2,Current
2022-10-01,Them's Fightin' Herds: Deluxe Edition,2022-10-18,X1,UK/EU,Argos Online,Centresoft,15.0,3,Current
2022-09-24,Them's Fightin' Herds: Deluxe Edition,2022-10-18,X1,UK/EU,Argos Online,Centresoft,15.0,4,Current
2022-09-17,Them's Fightin' Herds: Deluxe Edition,2022-10-18,X1,UK/EU,Argos Online,Centresoft,15.0,5,Current
2022-09-10,Them's Fightin' Herds: Deluxe Edition,2022-10-18,X1,UK/EU,Argos Online,Centresoft,15.0,6,Current
2022-09-03,Them's Fightin' Herds: Deluxe Edition,2022-10-18,X1,UK/EU,Argos Online,Centresoft,15.0,7,Current
2022-08-27,Them's Fightin' Herds: Deluxe Edition,2022-10-18,X1,UK/EU,Argos Online,Centresoft,15.0,8,Current
2022-08-20,Them's Fightin' Herds: Deluxe Edition,2022-10-18,X1,UK/EU,Argos Online,Centresoft,15.0,9,Current
2022-08-13,Them's Fightin' Herds: Deluxe Edition,2022-10-18,X1,UK/EU,Argos Online,Centresoft,15.0,10,Current
2022-08-06,Them's Fightin' Herds: Deluxe Edition,2022-10-18,X1,UK/EU,Argos Online,Centresoft,15.0,11,Current
2022-07-30,Them's Fightin' Herds: Deluxe Edition,2022-10-18,X1,UK/EU,Argos Online,Centresoft,16.0,12,Current
2022-06-11,Them's Fightin' Herds: Deluxe Edition,2022-10-18,X1,UK/EU,Amazon UK,,16.0,19,Current
2022-10-15,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS4,UK/EU,,Astragon,16.0,1,Current
2022-09-24,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS4,UK/EU,,Astragon,15.0,4,Current
2022-08-27,Them's Fightin' Herds: Deluxe Edition,2022-10-18,Nintendo Switch,US,Best Buy,U&I,21.0,8,Current
2022-08-13,A Plague Tale: Requiem,2022-10-18,PS5,US,Amazon US,,64.0,10,Current
2022-10-08,A Plague Tale: Requiem,2022-10-18,PS5,US,Amazon US,,185.0,2,Current
2022-10-01,A Plague Tale: Requiem,2022-10-18,PS5,US,Amazon US,,15.0,3,Current
2022-09-24,A Plague Tale: Requiem,2022-10-18,PS5,US,Amazon US,,79.0,4,Current
2022-09-17,A Plague Tale: Requiem,2022-10-18,PS5,US,Amazon US,,89.0,5,Current
2022-09-10,A Plague Tale: Requiem,2022-10-18,PS5,US,Amazon US,,73.0,6,Current
2022-09-03,A Plague Tale: Requiem,2022-10-18,PS5,US,Amazon US,,80.0,7,Current
2022-08-27,A Plague Tale: Requiem,2022-10-18,PS5,US,Amazon US,,83.0,8,Current
2022-08-20,A Plague Tale: Requiem,2022-10-18,PS5,US,Amazon US,,75.0,9,Current
2022-08-06,A Plague Tale: Requiem,2022-10-18,PS5,US,Amazon US,,51.0,11,Current
2022-09-24,A Plague Tale: Requiem,2022-10-18,PS5,US,Best Buy,U&I,47.0,4,Current
2022-07-30,A Plague Tale: Requiem,2022-10-18,PS5,US,Amazon US,,45.0,12,Current
2022-07-23,A Plague Tale: Requiem,2022-10-18,PS5,US,Amazon US,,85.0,13,Current
2022-07-16,A Plague Tale: Requiem,2022-10-18,PS5,US,Amazon US,,73.0,14,Current
2022-07-09,A Plague Tale: Requiem,2022-10-18,PS5,US,Amazon US,,34.0,15,Current
2022-07-02,A Plague Tale: Requiem,2022-10-18,PS5,US,Amazon US,,60.0,16,Current
2022-06-25,A Plague Tale: Requiem,2022-10-18,PS5,US,Amazon US,,126.0,17,Current
2022-06-18,A Plague Tale: Requiem,2022-10-18,PS5,US,Amazon US,,28.0,18,Current
2022-06-11,A Plague Tale: Requiem,2022-10-18,PS5,US,Amazon US,,26.0,19,Current
2022-10-15,A Plague Tale: Requiem,2022-10-18,PS5,US,Amazon US,,19.0,1,Current
2022-04-09,A Plague Tale: Requiem,2022-10-18,PS5,US,Best Buy,U&I,25.0,28,Current
2022-04-23,A Plague Tale: Requiem,2022-10-18,PS5,US,Best Buy,U&I,62.0,26,Current
2022-09-10,A Plague Tale: Requiem,2022-10-18,PS5,US,Best Buy,U&I,57.0,6,Current
2022-09-03,A Plague Tale: Requiem,2022-10-18,PS5,US,Best Buy,U&I,28.0,7,Current
2022-08-27,A Plague Tale: Requiem,2022-10-18,PS5,US,Best Buy,U&I,47.0,8,Current
2022-08-20,A Plague Tale: Requiem,2022-10-18,PS5,US,Best Buy,U&I,51.0,9,Current
2022-08-13,A Plague Tale: Requiem,2022-10-18,PS5,US,Best Buy,U&I,23.0,10,Current
2022-08-06,A Plague Tale: Requiem,2022-10-18,PS5,US,Best Buy,U&I,35.0,11,Current
2022-07-23,A Plague Tale: Requiem,2022-10-18,PS5,US,Best Buy,U&I,30.0,13,Current
2022-07-16,A Plague Tale: Requiem,2022-10-18,PS5,US,Best Buy,U&I,26.0,14,Current
2022-07-09,A Plague Tale: Requiem,2022-10-18,PS5,US,Best Buy,U&I,28.0,15,Current
2022-07-02,A Plague Tale: Requiem,2022-10-18,PS5,US,Best Buy,U&I,26.0,16,Current
2022-06-25,A Plague Tale: Requiem,2022-10-18,PS5,US,Best Buy,U&I,31.0,17,Current
2022-06-18,A Plague Tale: Requiem,2022-10-18,PS5,US,Best Buy,U&I,28.0,18,Current
2022-06-11,A Plague Tale: Requiem,2022-10-18,PS5,US,Best Buy,U&I,24.0,19,Current
2022-06-04,A Plague Tale: Requiem,2022-10-18,PS5,US,Best Buy,U&I,23.0,20,Current
2022-05-21,A Plague Tale: Requiem,2022-10-18,PS5,US,Best Buy,U&I,17.0,22,Current
2022-05-14,A Plague Tale: Requiem,2022-10-18,PS5,US,Best Buy,U&I,75.0,23,Current
2022-06-04,A Plague Tale: Requiem,2022-10-18,PS5,US,Amazon US,,26.0,20,Current
2022-05-28,A Plague Tale: Requiem,2022-10-18,PS5,US,Amazon US,,307.0,21,Current
2022-05-21,A Plague Tale: Requiem,2022-10-18,PS5,US,Amazon US,,27.0,22,Current
2022-08-13,A Plague Tale: Requiem,2022-10-18,PS5,US,Amazon CA,,16.0,10,Current
2022-07-30,A Plague Tale: Requiem,2022-10-18,PS5,US,Amazon CA,,18.0,12,Current
2022-07-16,A Plague Tale: Requiem,2022-10-18,PS5,US,Amazon CA,,18.0,14,Current
2022-07-09,A Plague Tale: Requiem,2022-10-18,PS5,US,Amazon CA,,16.0,15,Current
2022-07-02,A Plague Tale: Requiem,2022-10-18,PS5,US,Amazon CA,,20.0,16,Current
2022-06-25,A Plague Tale: Requiem,2022-10-18,PS5,US,Amazon CA,,19.0,17,Current
2022-06-18,A Plague Tale: Requiem,2022-10-18,PS5,US,Amazon CA,,20.0,18,Current
2022-06-11,A Plague Tale: Requiem,2022-10-18,PS5,US,Amazon CA,,16.0,19,Current
2022-06-04,A Plague Tale: Requiem,2022-10-18,PS5,US,Amazon CA,,17.0,20,Current
2022-05-21,A Plague Tale: Requiem,2022-10-18,PS5,US,Amazon CA,,16.0,22,Current
2022-05-14,A Plague Tale: Requiem,2022-10-18,PS5,US,Amazon CA,,16.0,23,Current
2022-05-07,A Plague Tale: Requiem,2022-10-18,PS5,US,Amazon CA,,16.0,24,Current
2022-04-30,A Plague Tale: Requiem,2022-10-18,PS5,US,Amazon CA,,17.0,25,Current
2022-04-16,A Plague Tale: Requiem,2022-10-18,PS5,US,Amazon CA,,16.0,27,Current
2022-04-09,A Plague Tale: Requiem,2022-10-18,PS5,US,Amazon CA,,39.0,28,Current
2022-02-04,A Plague Tale: Requiem,2022-10-18,PS5,US,Amazon CA,,21.0,37,Current
2022-08-06,A Plague Tale: Requiem,2022-10-18,PS5,US,Amazon CA,,18.0,11,Current
2022-08-20,A Plague Tale: Requiem,2022-10-18,PS5,US,Amazon CA,,17.0,9,Current
2022-05-14,A Plague Tale: Requiem,2022-10-18,PS5,US,Amazon US,,30.0,23,Current
2022-08-27,A Plague Tale: Requiem,2022-10-18,PS5,US,Amazon CA,,20.0,8,Current
2022-05-07,A Plague Tale: Requiem,2022-10-18,PS5,US,Amazon US,,34.0,24,Current
2022-04-30,A Plague Tale: Requiem,2022-10-18,PS5,US,Amazon US,,30.0,25,Current
2022-04-23,A Plague Tale: Requiem,2022-10-18,PS5,US,Amazon US,,21.0,26,Current
2022-04-16,A Plague Tale: Requiem,2022-10-18,PS5,US,Amazon US,,31.0,27,Current
2022-04-02,A Plague Tale: Requiem,2022-10-18,PS5,US,Amazon US,,26.0,29,Current
2022-03-26,A Plague Tale: Requiem,2022-10-18,PS5,US,Amazon US,,55.0,30,Current
2022-03-12,A Plague Tale: Requiem,2022-10-18,PS5,US,Amazon US,,69.0,32,Current
2022-03-05,A Plague Tale: Requiem,2022-10-18,PS5,US,Amazon US,,127.0,33,Current
2022-10-15,A Plague Tale: Requiem,2022-10-18,PS5,US,Amazon CA,,68.0,1,Current
2022-09-17,A Plague Tale: Requiem,2022-10-18,PS5,US,Amazon CA,,19.0,5,Current
2022-09-10,A Plague Tale: Requiem,2022-10-18,PS5,US,Amazon CA,,18.0,6,Current
2022-09-03,A Plague Tale: Requiem,2022-10-18,PS5,US,Amazon CA,,16.0,7,Current
2022-09-17,A Plague Tale: Requiem,2022-10-18,PS5,US,Best Buy,U&I,50.0,5,Current
2022-10-01,A Plague Tale: Requiem,2022-10-18,PS5,US,Best Buy,U&I,138.0,3,Current
2022-09-17,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS4,UK/EU,,Astragon,15.0,5,Current
2022-09-10,Them's Fightin' Herds: Deluxe Edition,2022-10-18,Nintendo Switch,UK/EU,Gamepeople Italy 4SIDE,4SIDE,15.0,6,Current
2022-06-18,Them's Fightin' Herds: Deluxe Edition,2022-10-18,None,UK/EU,Amazon UK,,18.0,18,Current
2022-10-08,Them's Fightin' Herds: Deluxe Edition,2022-10-18,None,UK/EU,Amazon Italy,4SIDE,18.0,2,Current
2022-10-01,Them's Fightin' Herds: Deluxe Edition,2022-10-18,Nintendo Switch,UK/EU,Micromania,Just for Games,15.0,3,Current
2022-10-15,Them's Fightin' Herds: Deluxe Edition,2022-10-18,Nintendo Switch,UK/EU,Indie,Centresoft,20.0,1,Current
2022-10-08,Them's Fightin' Herds: Deluxe Edition,2022-10-18,Nintendo Switch,UK/EU,Gamepeople Italy 4SIDE,4SIDE,15.0,2,Current
2022-10-01,Them's Fightin' Herds: Deluxe Edition,2022-10-18,Nintendo Switch,UK/EU,Gamepeople Italy 4SIDE,4SIDE,15.0,3,Current
2022-09-24,Them's Fightin' Herds: Deluxe Edition,2022-10-18,Nintendo Switch,UK/EU,Gamepeople Italy 4SIDE,4SIDE,15.0,4,Current
2022-09-17,Them's Fightin' Herds: Deluxe Edition,2022-10-18,Nintendo Switch,UK/EU,Gamepeople Italy 4SIDE,4SIDE,15.0,5,Current
2022-09-03,Them's Fightin' Herds: Deluxe Edition,2022-10-18,Nintendo Switch,UK/EU,Gamepeople Italy 4SIDE,4SIDE,16.0,7,Current
2022-10-08,A Plague Tale: Requiem,2022-10-18,PS5,US,Best Buy,U&I,185.0,2,Current
2022-10-15,Them's Fightin' Herds: Deluxe Edition,2022-10-18,Nintendo Switch,UK/EU,GAME,U&I,16.0,1,Current
2022-10-08,Them's Fightin' Herds: Deluxe Edition,2022-10-18,Nintendo Switch,UK/EU,GAME,U&I,16.0,2,Current
2022-10-01,Them's Fightin' Herds: Deluxe Edition,2022-10-18,Nintendo Switch,UK/EU,GAME,U&I,15.0,3,Current
2022-09-24,Them's Fightin' Herds: Deluxe Edition,2022-10-18,Nintendo Switch,UK/EU,GAME,U&I,16.0,4,Current
2022-09-17,Them's Fightin' Herds: Deluxe Edition,2022-10-18,Nintendo Switch,UK/EU,GAME,U&I,18.0,5,Current
2022-09-03,Them's Fightin' Herds: Deluxe Edition,2022-10-18,Nintendo Switch,UK/EU,GAME,U&I,16.0,7,Current
2022-08-27,Them's Fightin' Herds: Deluxe Edition,2022-10-18,Nintendo Switch,UK/EU,GAME,U&I,15.0,8,Current
2022-06-25,Them's Fightin' Herds: Deluxe Edition,2022-10-18,None,UK/EU,Amazon UK,,16.0,17,Current
2022-07-23,Them's Fightin' Herds: Deluxe Edition,2022-10-18,None,UK/EU,Amazon UK,,30.0,13,Current
2022-07-30,Them's Fightin' Herds: Deluxe Edition,2022-10-18,None,UK/EU,Amazon UK,,15.0,12,Current
2022-09-10,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS4,UK/EU,,Astragon,15.0,6,Current
2022-09-03,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS4,UK/EU,,Astragon,15.0,7,Current
2022-08-27,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS4,UK/EU,,Astragon,16.0,8,Current
2022-08-20,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS4,UK/EU,,Astragon,15.0,9,Current
2022-08-13,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS4,UK/EU,,Astragon,15.0,10,Current
2022-08-06,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS4,UK/EU,,Astragon,15.0,11,Current
2022-07-30,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS4,UK/EU,,Astragon,15.0,12,Current
2022-07-16,Them's Fightin' Herds: Deluxe Edition,2022-10-18,PS4,UK/EU,,Astragon,16.0,14,Current
2022-10-15,Them's Fightin' Herds: Deluxe Edition,2022-10-18,None,UK/EU,Amazon UK,,21.0,1,Current
2022-10-08,Them's Fightin' Herds: Deluxe Edition,2022-10-18,None,UK/EU,Amazon UK,,17.0,2,Current
2022-10-01,Them's Fightin' Herds: Deluxe Edition,2022-10-18,None,UK/EU,Amazon UK,,16.0,3,Current
2022-08-27,Them's Fightin' Herds: Deluxe Edition,2022-10-18,None,UK/EU,Amazon UK,,18.0,8,Current
2022-08-20,Them's Fightin' Herds: Deluxe Edition,2022-10-18,None,UK/EU,Amazon UK,,19.0,9,Current
2022-08-13,Them's Fightin' Herds: Deluxe Edition,2022-10-18,None,UK/EU,Amazon UK,,16.0,10,Current
2022-08-20,Them's Fightin' Herds: Deluxe Edition,2022-10-18,Nintendo Switch,UK/EU,GAME,U&I,16.0,9,Current
2022-08-13,Them's Fightin' Herds: Deluxe Edition,2022-10-18,Nintendo Switch,UK/EU,GAME,U&I,15.0,10,Current
2022-08-06,Them's Fightin' Herds: Deluxe Edition,2022-10-18,Nintendo Switch,UK/EU,GAME,U&I,15.0,11,Current
2022-03-26,A Plague Tale: Requiem,2022-10-18,PS5,US,GameStop,U&I,100.0,30,Current
2022-03-12,A Plague Tale: Requiem,2022-10-18,PS5,US,GameStop,U&I,58.0,32,Current
2022-03-05,A Plague Tale: Requiem,2022-10-18,PS5,US,GameStop,U&I,44.0,33,Current
2022-10-15,A Plague Tale: Requiem,2022-10-18,PS5,US,GameStop,,401.0,1,Current
2022-10-08,A Plague Tale: Requiem,2022-10-18,PS5,US,GameStop,,239.0,2,Current
2022-10-01,A Plague Tale: Requiem,2022-10-18,PS5,US,GameStop,,198.0,3,Current
2022-09-24,A Plague Tale: Requiem,2022-10-18,PS5,US,GameStop,,132.0,4,Current
2022-09-17,A Plague Tale: Requiem,2022-10-18,PS5,US,GameStop,,100.0,5,Current
2022-09-10,A Plague Tale: Requiem,2022-10-18,PS5,US,GameStop,,111.0,6,Current
2022-10-15,A Plague Tale: Requiem,2022-10-18,PS5,US,Best Buy CA,Solutions 2 Go,15.0,1,Current
2022-10-08,A Plague Tale: Requiem,2022-10-18,PS5,US,Best Buy CA,Solutions 2 Go,15.0,2,Current
2022-10-01,A Plague Tale: Requiem,2022-10-18,PS5,US,Best Buy CA,Solutions 2 Go,15.0,3,Current
2022-09-24,A Plague Tale: Requiem,2022-10-18,PS5,US,Best Buy CA,Solutions 2 Go,15.0,4,Current
2022-09-17,A Plague Tale: Requiem,2022-10-18,PS5,US,Best Buy CA,Solutions 2 Go,15.0,5,Current
2022-06-25,A Plague Tale: Requiem,2022-10-18,PS5,US,Best Buy CA,Solutions 2 Go,30.0,17,Current
2022-04-23,A Plague Tale: Requiem,2022-10-18,PS5,US,Best Buy CA,Solutions 2 Go,19.0,26,Current
2022-10-15,A Plague Tale: Requiem,2022-10-18,PS5,US,Best Buy,U&I,290.0,1,Current
2022-03-19,A Plague Tale: Requiem,2022-10-18,PS5,US,GameStop,U&I,82.0,31,Current
2022-04-02,A Plague Tale: Requiem,2022-10-18,PS5,US,GameStop,U&I,75.0,29,Current
2022-07-30,Them's Fightin' Herds: Deluxe Edition,2022-10-18,Nintendo Switch,UK/EU,GAME,U&I,15.0,12,Current
2022-04-09,A Plague Tale: Requiem,2022-10-18,PS5,US,GameStop,U&I,67.0,28,Current
2022-07-23,Them's Fightin' Herds: Deluxe Edition,2022-10-18,Nintendo Switch,UK/EU,GAME,U&I,15.0,13,Current
2022-10-01,Them's Fightin' Herds: Deluxe Edition,2022-10-18,Nintendo Switch,UK/EU,Fnac,Just for Games,15.0,3,Current
2022-10-15,Them's Fightin' Herds: Deluxe Edition,2022-10-18,Nintendo Switch,UK/EU,Argos Online,Centresoft,15.0,1,Current
